cell,cell_ontology_class,subtissue,mouse.sex,mouse.id,plate.barcode
H5.MAA000550.3_10_M.1.1,neuron,Hippocampus,M,3_10_M,MAA000550
H5.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
H5.MAA000578.3_10_M.1.1,oligodendrocyte precursor cell,Cerebellum,M,3_10_M,MAA000578
H5.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
H5.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
H5.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
H5.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
H5.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
H5.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
H6.B003275.3_38_F.1.1,oligodendrocyte precursor cell,Hippocampus,F,3_38_F,B003275
H6.MAA000424.3_11_M.1.1,oligodendrocyte,Cerebellum,M,3_11_M,MAA000424
H6.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
H6.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
H6.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
H6.MAA000615.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000615
H6.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
H6.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
H6.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
H6.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
H6.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
H6.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
H7.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
H7.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
H7.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
H7.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
H8.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
H8.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
H8.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000560
H8.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
H8.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
H8.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_11_M,MAA000932
H8.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
H8.MAA000944.3_9_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_9_M,MAA000944
H8.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
H9.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
H9.B003277.3_39_F.1.1,endothelial cell,Hippocampus,F,3_39_F,B003277
H9.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
H9.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
H9.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
H9.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
H9.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
H9.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
H9.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
H9.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
H9.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
I1.B000404.3_56_F.1.1,oligodendrocyte,Cerebellum,F,3_56_F,B000404
I1.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
I1.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
I1.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
I1.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
I1.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I1.MAA001854.3_38_F.1.1,oligodendrocyte,Cerebellum,F,3_38_F,MAA001854
I10.B000621.3_56_F.1.1,oligodendrocyte precursor cell,Hippocampus,F,3_56_F,B000621
I10.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
I10.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
I10.MAA000935.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000935
I10.MAA000944.3_9_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_9_M,MAA000944
I11.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
I11.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
I11.MAA000553.3_10_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_10_M,MAA000553
I11.MAA000615.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000615
I11.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
I11.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
I11.MAA000935.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000935
I11.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I11.MAA000947.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000947
I11.MAA001853.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001853
I11.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
I12.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
I12.B003277.3_39_F.1.1,endothelial cell,Hippocampus,F,3_39_F,B003277
I12.MAA000560.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000560
I12.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
I12.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
I12.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
I12.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
I12.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
I12.MAA001854.3_38_F.1.1,Bergmann glial cell,Cerebellum,F,3_38_F,MAA001854
I13.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
I13.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I13.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_10_M,MAA000563
I13.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
I13.MAA000615.3_10_M.1.1,brain pericyte,Striatum,M,3_10_M,MAA000615
I13.MAA000641.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000641
I13.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
I13.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
I13.MAA000932.3_11_M.1.1,oligodendrocyte,Hippocampus,M,3_11_M,MAA000932
I13.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
I13.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I13.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
I14.B003275.3_38_F.1.1,brain pericyte,Hippocampus,F,3_38_F,B003275
I14.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I14.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
I14.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
I14.MAA000944.3_9_M.1.1,neuron,Cortex,M,3_9_M,MAA000944
I15.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
I15.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
I15.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I15.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
I15.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
I15.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
I15.MAA000641.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000641
I15.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
I15.MAA000924.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000924
I15.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
I15.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928
I15.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
I15.MAA000944.3_9_M.1.1,brain pericyte,Cortex,M,3_9_M,MAA000944
I15.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
I15.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
I16.B000404.3_56_F.1.1,oligodendrocyte,Cerebellum,F,3_56_F,B000404
I16.B000621.3_56_F.1.1,neuron,Hippocampus,F,3_56_F,B000621
I16.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
I16.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I16.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
I16.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
I16.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
I16.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
I16.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
I17.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I17.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
I17.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581
I17.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
I17.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
I17.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
I17.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I18.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
I18.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I18.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
I18.MAA000924.3_8_M.1.1,neuron,Cerebellum,M,3_8_M,MAA000924
I18.MAA000925.3_9_M.1.1,neuron,Striatum,M,3_9_M,MAA000925
I18.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
I18.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
I18.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
I19.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I19.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
I19.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
I19.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
I19.MAA000902.3_11_M.1.1,neuron,Striatum,M,3_11_M,MAA000902
I19.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923
I19.MAA000924.3_8_M.1.1,neuron,Cerebellum,M,3_8_M,MAA000924
I19.MAA000926.3_9_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_9_M,MAA000926
I2.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
I2.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
I2.MAA000581.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000581
I2.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
I2.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
I2.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
I2.MAA000932.3_11_M.1.1,neuron,Hippocampus,M,3_11_M,MAA000932
I2.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000941
I2.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
I2.MAA000944.3_9_M.1.1,neuron,Cortex,M,3_9_M,MAA000944
I2.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
I20.B003274.3_38_F.1.1,astrocyte,Striatum,F,3_38_F,B003274
I20.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
I20.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I20.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
I20.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
I20.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
I20.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
I20.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
I20.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
I20.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I20.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,Cortex,F,3_39_F,MAA001894
I21.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
I21.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
I21.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
I21.MAA000932.3_11_M.1.1,oligodendrocyte,Hippocampus,M,3_11_M,MAA000932
I21.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
I21.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I22.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
I22.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I22.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
I22.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
I22.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
I22.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
I22.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I22.MAA000947.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000947
I22.MAA001894.3_39_F.1.1,endothelial cell,Cortex,F,3_39_F,MAA001894
I3.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000560
I3.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
I3.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
I3.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
I3.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
I3.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
I3.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
I3.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I3.MAA001853.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001853
I4.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I4.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
I4.MAA000564.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000564
I4.MAA000578.3_10_M.1.1,Bergmann glial cell,Cerebellum,M,3_10_M,MAA000578
I4.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
I4.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923
I4.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
I4.MAA000935.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000935
I4.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
I4.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I5.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I5.MAA000564.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000564
I5.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
I5.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
I5.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
I5.MAA000947.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000947
I5.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
I6.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I6.MAA000564.3_10_M.1.1,brain pericyte,Striatum,M,3_10_M,MAA000564
I6.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
I6.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_11_M,MAA000932
I6.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
I6.MAA000944.3_9_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_9_M,MAA000944
I6.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
I7.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728
I7.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I7.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
I7.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
I7.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
I7.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
I7.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
I7.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
I8.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I8.MAA000564.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000564
I8.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
I8.MAA000924.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000924
I8.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
I8.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
I8.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
I8.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
I8.MAA001853.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001853
I9.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
I9.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
I9.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
I9.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
I9.MAA000641.3_9_M.1.1,endothelial cell,Cerebellum,M,3_9_M,MAA000641
I9.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
I9.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928
I9.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
I9.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935
I9.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944
I9.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
I9.MAA001856.3_39_F.1.1,oligodendrocyte,Cerebellum,F,3_39_F,MAA001856
J1.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
J1.MAA000942.3_8_M.1.1,endothelial cell,Striatum,M,3_8_M,MAA000942
J1.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944
J1.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
J1.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,Cortex,F,3_39_F,MAA001894
J10.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
J10.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J10.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
J10.MAA000641.3_9_M.1.1,endothelial cell,Cerebellum,M,3_9_M,MAA000641
J10.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
J10.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
J10.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
J10.MAA001853.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001853
J10.MAA001856.3_39_F.1.1,oligodendrocyte precursor cell,Cerebellum,F,3_39_F,MAA001856
J10.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
J11.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
J11.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J11.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564
J11.MAA000615.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000615
J11.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
J11.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
J11.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J11.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J11.MAA000941.3_8_M.1.1,brain pericyte,Hippocampus,M,3_8_M,MAA000941
J11.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
J11.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
J11.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,Cortex,F,3_39_F,MAA001894
J12.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J12.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581
J12.MAA000641.3_9_M.1.1,astrocyte,Cerebellum,M,3_9_M,MAA000641
J12.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
J12.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
J12.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
J12.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
J12.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
J13.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
J13.B003274.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003274
J13.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424
J13.MAA000550.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000550
J13.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J13.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
J13.MAA000615.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000615
J13.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
J13.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
J13.MAA000941.3_8_M.1.1,brain pericyte,Hippocampus,M,3_8_M,MAA000941
J14.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
J14.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
J14.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
J14.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
J14.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
J14.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
J14.MAA000942.3_8_M.1.1,astrocyte,Striatum,M,3_8_M,MAA000942
J14.MAA000947.3_9_M.1.1,neuron,Hippocampus,M,3_9_M,MAA000947
J15.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J15.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
J15.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
J15.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
J15.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
