cell,cell_ontology_class,subtissue,mouse.sex,mouse.id,plate.barcode
J15.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
J15.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_8_M,MAA000942
J15.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
J15.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
J16.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
J16.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J16.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
J16.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
J16.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
J16.MAA000925.3_9_M.1.1,astrocyte,Striatum,M,3_9_M,MAA000925
J16.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000941
J16.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
J16.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
J16.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
J17.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
J17.MAA000560.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000560
J17.MAA000578.3_10_M.1.1,Bergmann glial cell,Cerebellum,M,3_10_M,MAA000578
J17.MAA000581.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000581
J17.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
J17.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
J17.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J17.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
J17.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
J17.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944
J17.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
J17.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
J18.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
J18.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J18.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
J18.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
J18.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923
J18.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
J18.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
J18.MAA000932.3_11_M.1.1,astrocyte,Hippocampus,M,3_11_M,MAA000932
J18.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J18.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
J18.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
J19.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
J19.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J19.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
J19.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
J19.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
J19.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
J19.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
J19.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J19.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
J2.B003277.3_39_F.1.1,oligodendrocyte precursor cell,Hippocampus,F,3_39_F,B003277
J2.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J2.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J2.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
J2.MAA001894.3_39_F.1.1,endothelial cell,Cortex,F,3_39_F,MAA001894
J20.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
J20.MAA000553.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000553
J20.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J20.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
J20.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
J20.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
J20.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
J20.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
J20.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J20.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J20.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
J20.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
J21.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J21.MAA000641.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000641
J21.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
J21.MAA000926.3_9_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_9_M,MAA000926
J21.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J21.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
J21.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
J22.B000404.3_56_F.1.1,Bergmann glial cell,Cerebellum,F,3_56_F,B000404
J22.MAA000424.3_11_M.1.1,neuron,Cerebellum,M,3_11_M,MAA000424
J22.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
J22.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
J22.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
J22.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
J22.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
J22.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
J22.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
J3.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
J3.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
J3.MAA000925.3_9_M.1.1,endothelial cell,Striatum,M,3_9_M,MAA000925
J3.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J3.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_8_M,MAA000942
J3.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944
J3.MAA001853.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001853
J3.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
J4.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
J4.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J4.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
J4.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
J4.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
J4.MAA000926.3_9_M.1.1,brain pericyte,Cortex,M,3_9_M,MAA000926
J4.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J4.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
J5.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
J5.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
J5.MAA000424.3_11_M.1.1,oligodendrocyte,Cerebellum,M,3_11_M,MAA000424
J5.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J5.MAA000615.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000615
J5.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
J5.MAA000926.3_9_M.1.1,neuron,Cortex,M,3_9_M,MAA000926
J5.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
J5.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J5.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J5.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
J5.MAA000941.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000941
J5.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944
J5.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
J5.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
J6.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
J6.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
J6.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
J6.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
J6.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J6.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J6.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
J6.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
J6.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
J6.MAA000947.3_9_M.1.1,neuron,Hippocampus,M,3_9_M,MAA000947
J6.MAA001853.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001853
J7.MAA000538.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000538
J7.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
J7.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
J7.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J7.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J7.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
J7.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
J7.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
J7.MAA001853.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001853
J8.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
J8.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
J8.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
J8.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
J8.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
J8.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J8.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J8.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
J9.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
J9.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
J9.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
J9.MAA000564.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000564
J9.MAA000638.3_9_M.1.1,brain pericyte,Cerebellum,M,3_9_M,MAA000638
J9.MAA000902.3_11_M.1.1,astrocyte,Striatum,M,3_11_M,MAA000902
J9.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
J9.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
J9.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
J9.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
J9.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
J9.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,Cortex,F,3_39_F,MAA001894
K1.MAA000538.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000538
K1.MAA000550.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000550
K1.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
K1.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
K1.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
K1.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
K1.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
K1.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
K1.MAA001853.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001853
K1.MAA001854.3_38_F.1.1,oligodendrocyte,Cerebellum,F,3_38_F,MAA001854
K1.MAA001894.3_39_F.1.1,neuron,Cortex,F,3_39_F,MAA001894
K10.B003277.3_39_F.1.1,neuron,Hippocampus,F,3_39_F,B003277
K10.MAA000424.3_11_M.1.1,Bergmann glial cell,Cerebellum,M,3_11_M,MAA000424
K10.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
K10.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
K10.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
K10.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
K10.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
K10.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
K11.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
K11.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
K11.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
K11.MAA000578.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000578
K11.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
K11.MAA000641.3_9_M.1.1,Bergmann glial cell,Cerebellum,M,3_9_M,MAA000641
K11.MAA000902.3_11_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_11_M,MAA000902
K11.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
K11.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928
K11.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
K11.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
K11.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
K11.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944
K12.B000404.3_56_F.1.1,oligodendrocyte precursor cell,Cerebellum,F,3_56_F,B000404
K12.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
K12.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
K12.MAA000615.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000615
K12.MAA000924.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000924
K12.MAA000926.3_9_M.1.1,neuron,Cortex,M,3_9_M,MAA000926
K12.MAA000935.3_8_M.1.1,neuron,Hippocampus,M,3_8_M,MAA000935
K12.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
K12.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
K12.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
K12.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
K13.MAA000550.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000550
K13.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
K13.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
K13.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
K13.MAA000615.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000615
K13.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
K13.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
K13.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930
K13.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
K13.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
K13.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
K13.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
K13.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
K14.B003728.3_56_F.1.1,oligodendrocyte precursor cell,Striatum,F,3_56_F,B003728
K14.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550
K14.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
K14.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
K14.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
K14.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
K14.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
K14.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
K14.MAA000942.3_8_M.1.1,endothelial cell,Striatum,M,3_8_M,MAA000942
K14.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
K15.B001688.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B001688
K15.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
K15.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
K15.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
K15.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
K15.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
K15.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
K15.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
K15.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
K15.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928
K15.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
K15.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
K15.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000941
K15.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
K16.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
K16.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
K16.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
K16.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
K16.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
K16.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
K16.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
K16.MAA000930.3_8_M.1.1,neuron,Cortex,M,3_8_M,MAA000930
K16.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
K17.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
K17.MAA000424.3_11_M.1.1,neuron,Cerebellum,M,3_11_M,MAA000424
K17.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
K17.MAA000578.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000578
K17.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581
K17.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
K17.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
K17.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
K17.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
K18.B003274.3_38_F.1.1,astrocyte,Striatum,F,3_38_F,B003274
K18.B003277.3_39_F.1.1,astrocyte,Hippocampus,F,3_39_F,B003277
K18.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
K18.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581
K18.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
K18.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
K19.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728
K19.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
K19.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
K19.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
K19.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
K19.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
K19.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
K2.B003274.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003274
K2.MAA000550.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000550
K2.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
K2.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
K2.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
K2.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
K2.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
K20.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
K20.MAA000923.3_9_M.1.1,endothelial cell,Hippocampus,M,3_9_M,MAA000923
K20.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
K20.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
K20.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
K20.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
K21.B000621.3_56_F.1.1,astrocyte,Hippocampus,F,3_56_F,B000621
K21.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
K21.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
K21.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
K21.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
K21.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
K21.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
K21.MAA000930.3_8_M.1.1,brain pericyte,Cortex,M,3_8_M,MAA000930
K21.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
K21.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
K21.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
K21.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
K22.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
K22.MAA000564.3_10_M.1.1,brain pericyte,Striatum,M,3_10_M,MAA000564
K22.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
K22.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930
K22.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
K22.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
K3.MAA000538.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000538
K3.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
K3.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
K3.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
K3.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
K3.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
K3.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
